Primary__Hotel Name,Primary__Google Travel,Primary__Total Reviews,Primary__Rating,Primary__Hotel Address,Primary__Contact Number,Primary__Official Website Link,Primary__Date,Primary__Check In Time,Primary__Check Out Time,Rates__Site Name,Rates__Price,Reviews__name,Reviews__review,Reviews__service rate__Rooms,Reviews__service rate__Service,Reviews__service rate__Location,Tripadvisor Ratings__Location,Tripadvisor Ratings__Cleanliness,Tripadvisor Ratings__Service,Tripadvisor Ratings__Value
,,,,,,,,,,,,Anonymous,Everything was very clean. Rooms were great. Pool was good.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very clean and neat, well run and plenty of room in the rooms! Great place to stay!",,,,,,,
,,,,,,,,,,,,Anonymous,Always a convenient place to stay while traveling to the area. My kids LOVE the pool!,,,,,,,
,,,,,,,,,,,,Anonymous,Big improvement over a year ago.         we has a hard time finding this place in the dark because of the traffic circles.  This time we used our GPS.,,,,,,,
,,,,,,,,,,,,Anonymous,"I had a great stay, very comfortable stay. Not much of a selection of food delivery services in the area? :(",,,,,,,
,,,,,,,,,,,,Anonymous,"Good. I would recommend.  Nice place to stay.  I would highly recommend it.  A bit pricey, but that's us.",,,,,,,
,,,,,,,,,,,,Anonymous,"We were very pleased with our stay at your hotel, Room,employees and breakfast. Thank You",,,,,,,
,,,,,,,,,,,,Anonymous,Great job with the new carpet and paint and furniture in the rooms. Also the kiddie pool was painted and cleaned up.,,,,,,,
,,,,,,,,,,,,Anonymous,"I always stay at this Comfort Suites in Johnson Creek, WI. I have always had a clean comfortable room. Staff is always polite and professional.",,,,,,,
,,,,,,,,,,,,Anonymous,This hotel is a good value for size and facilities. Staff was very friendly and helpful.,,,,,,,
,,,,,,,,,,,,Anonymous,Lobby was dated. The chairs need new cushions frayed and sinking in dirt on the floors,,,,,,,
,,,,,,,,,,,,countryrev,Booked in advance. Very comfortable room and very friendly staff for a very attractive price. Food was great too.,,,,,,,
,,,,,,,,,,,,Anonymous,"It was a relaxing stay, clean rooms, friendly staff, and affordable",,,,,,,
,,,,,,,,,,,,Anonymous,it was a great stay my granddaughter loved the pool most. staff was very helpful,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel was pleasant and roomy sleep area. Pool area and hot tub were great!,,,,,,,
,,,,,,,,,,,,Anonymous,"Fine stay, we had a nice visit.  Staff was nice and breakfast was an excellent experience.",,,,,,,
,,,,,,,,,,,,Andrew54,Excellent place to stay with helpful friendly staff. Hotel property is well maintained and clean.,,,,,,,
,,,,,,,,,,,,Anonymous,Would recommend this place to everyone we were treated great and peie.were really nice.  Breakfast was a great selection.,5,5,5,,,,
,,,,,,,,,,,,Timothy,"+Good location, quite clean.-"""" Negative: """"",,,,,,,
,,,,,,,,,,,,Anonymous,Great hotel to stay at..clean..friendly staff...great breakfast...like having laundry ...lovely rooms.,,,,,,,
,,,,,,,,,,,,Anonymous,Rave reviews were heard from the 6 ladies (ages 73 to 90) who stayed at this facility.  It pleased everyone!,,,,,,,
,,,,,,,,,,,,Anonymous,"Tip top service, excellent rooms with great features.  I will stay at the hotel again!",,,,,,,
,,,,,,,,,,,,Dino,"Great hotel. Awesome experience. I would definitely stay there again, and I would totally recommend this hotel.",,,,,,,
,,,,,,,,,,,,Anonymous,Martin was the desk clerk that was knowledgeable about the area and very helpful. The rooms were clean and spacious.,,,,,,,
,,,,,,,,,,,,Anonymous,This is the second time this year that I have stayed at the Johnson Creek Comfort Suites. This facility is very comfortable and well attended.,,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was clean but you need more effort on food and air conditioner,,,,,,,
,,,,,,,,,,,,mark liedel,Attended a birthday party at the Johnson Creek Wi Comfort Suites in there pool area that included a water structure for young kids that was perfect for a 4 year old's party,,,,,,,
,,,,,,,,,,,,Anonymous,"It was clean, comfortable, staff was pleasant. I would recommend this hotel highly!",,,,,,,
,,,,,,,,,,,,Anonymous,Room was very comfortable. Bathroom fan was very noisy. Put fan on separate switch from light,,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was very nice but I will never fill out another survey again. To much typing.,,,,,,,
,,,,,,,,,,,,Anonymous,The event was grand and hotel venue was good location clean and staff friendly. I will be back next year. Thanks,,,,,,,
,,,,,,,,,,,,Anonymous,Good l would stay a gain iwoud come back agai with more family nice place,5,5,5,,,,
,,,,,,,,,,,,Anonymous,It gets 1 star. I can't believe that there is no security to keep the place secure and silent so people could sleep. These people kept my whole family awake. Not ok,,,,,,,
,,,,,,,,,,,,Anonymous,"Nice, clean hotel. Staff is very friendly. Decent breakfast in the morning.",,,,,,,
,,,,,,,,,,,,Anonymous,We were very satisfied with our stay and we will definitely be back when we come down to visit again.,,,,,,,
,,,,,,,,,,,,Anonymous,"Rooms were large and clean, and very quiet, even though we were very close to the elevator.",,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was great for our daughters wedding guests,5,5,5,,,,
,,,,,,,,,,,,Anonymous,Everything was great. Absolutely no concerns. I would stay at this hotel again.,,,,,,,
,,,,,,,,,,,,Anonymous,Comfortable stay. Friendly staff and conviently located. Pleasant dining room.,,,,,,,
,,,,,,,,,,,,Anonymous,This hotel was okay. It was a somewhat newer hotel. My room could have been cleaner.,,,,,,,
,,,,,,,,,,,,Anonymous,"Very nice and friendly staff, clean and spacious room. Great breakfast!",,,,,,,
,,,,,,,,,,,,Anonymous,Overall the hotel was the best I have ever stayed in. Employees were friendly and courteous.,,,,,,,
,,,,,,,,,,,,Anonymous,"Great pool area for all ages, nice size rooms, more attention should be given to bathrooms",,,,,,,
,,,,,,,,,,,,Anonymous,"We have stayed at this hotel a few times before. Nice hotel, staff are friendly.",,,,,,,
,,,,,,,,,,,,Jennifer Long,"Clean, comfortable rooms and great pool area. Minutes from Outlet Mall & 24hr. restaurant.",,,,,,,
,,,,,,,,,,,,Anonymous,"Please warn your customers about construction happening in the hotel, esp starting THAT early in the morning. Almost every other chain has this on their sites or tells you in person.",,,,,,,
,,,,,,,,,,,,Anonymous,Hotel was nice and clean. Only had a few problems with The staff and was given an invalid room key,,,,,,,
,,,,,,,,,,,,Anonymous,Love this hotel.   Stay there every yr  can’t wait to go back.   Need to stay longer next time,,,,,,,
,,,,,,,,,,,,Anonymous,Really nice hotel! Awesome pool area! Would definitely stay here again!,,,,,,,
,,,,,,,,,,,,Pam Kiesau,"Nice rooms, great breakfast, no hot water at night or in the morning. We we told that is typical when it is cold out !??? What really",,,,,,,
,,,,,,,,,,,,Bill Fleming,"Friendly staff, clean room, good breakfast. I'd stay here again if I'm in the area.",,,,,,,
,,,,,,,,,,,,Anonymous,"The room had an unpleasant smell, mainly humidity.",,,,,,,
,,,,,,,,,,,,Trinity Plate,"Very clean rooms, awesome indoor pool with a basketball hoop inside it and a hot tub. Huge bathrooms too!",,,,,,,
,,,,,,,,,,,,Anonymous,Couldn't get over the great amount of space in the room and the pool area. Best I've seen and stayed at,,,,,,,
,,,,,,,,,,,,Anonymous,The pool area was phenomenal for families with kidsIt isn't crowded like other places and has something for everyone,,,,,,,
,,,,,,,,,,,,Anonymous,Great customer service but room needed alot of maintenance.I was glad I didn't pay full price for this experience!,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel and room along with meeting room was good.  Response to lost item was fair at best.  Communication on status of item was lacking.,,,,,,,
,,,,,,,,,,,,Anonymous,"Overall great, but the light outside my window was overwhelming (502). Hard to sleep...could not block out all the light.",,,,,,,
,,,,,,,,,,,,Ken Claus,Excellent place to stay! It's quiet and the staff is very friendly.,,,,,,,
,,,,,,,,,,,,Anonymous,Great Experience and friendly staff at the hotel. Pet friendly for only $15.00 which is reasonable,,,,,,,
,,,,,,,,,,,,Francisco Baca,"Went there for one night, great experience, good pool, jacuzzi, and breakfast is good also.",,,,,,,
,,,,,,,,,,,,Anonymous,"This was not a pleasant place to stay as the cleaning staff didn’t do a good job at all and my door only worked part of the time, I would not recommend this motel",,,,,,,
,,,,,,,,,,,,Doninspace,"Would not recommend. Staff mislead us and were unhelpful, making an already stressful day worse. If you want good service and staff that tells the truth go somewhere else.",,,,,,,
,,,,,,,,,,,,Mac McGinnis,Great place to stay. Very clean and comfortable. Outlet Mall right around the corner.,,,,,,,
,,,,,,,,,,,,Anonymous,"Rooms and building seemed clean,, however we did not like the fabric couches, breakfast was just ok.",,,,,,,
,,,,,,,,,,,,Anonymous,Hotel was clean and great value ! Staff was friendly. Room cost was reasonable.,,,,,,,
,,,,,,,,,,,,Anonymous,"5 stars.....clean and staff nice , one of the better choice motels that i have stayed at.....no issues",,,,,,,
,,,,,,,,,,,,Herefordgirl,Very nice stay! Room was spacious and comfortable. Pool area was very nice.,,,,,,,
,,,,,,,,,,,,Anonymous,we were looking for a hotel that was close to  the outlet mall we were going to  and comfort suites fot our needs perfect good price and very pleasing overnight stay.,,,,,,,
,,,,,,,,,,,,Amy Meisch,Very nice mid level hotel. Great price and large mini water park pool.,,,,,,,
,,,,,,,,,,,,Anonymous,I would not recommend this hotel. The pool and pool room were cold. Our room was not the cleanest.,,,,,,,
,,,,,,,,,,,,Ryan Desch,"It has a great pool area for kids, the runs were also nice and the price was reasonable.",,,,,,,
,,,,,,,,,,,,Anonymous,The hotel is ideally suited for my purpose between Milwaukee and Madison.  Staff was very helpful and friendly.,,,,,,,
,,,,,,,,,,,,Anonymous,Second time I have stayed here. Off the beaten path. No traffic noise. Friendly staff.,,,,,,,
,,,,,,,,,,,,Charles Lawson,Could have been a 5 star if the hot tub wasn't out of order.  Everything else was excellent.,,,,,,,
,,,,,,,,,,,,C.A,"Clean, very friendly and accommodating Staff. Definitely  would stay again.",,,,,,,
,,,,,,,,,,,,Anonymous,"I had a nice experience.  The room, was as always, nice and clean.  I will be back in the fall.",,,,,,,
,,,,,,,,,,,,Anonymous,My review is in the comments under what you did not like about your stay.,,,,,,,
,,,,,,,,,,,,Anonymous,Everything was perfect. Highly recommend staying at this hotel.,,,,,,,
,,,,,,,,,,,,Anonymous,Great hotel the only problem I encountered was my key card not working one time and they had to rerun it through the machine.,,,,,,,
,,,,,,,,,,,,Anonymous,Johnson Creek. WI.   we l8ve the hotwl but disappointed by cleanliness of the room.   couches a bit worn and Tv very small,,,,,,,
,,,,,,,,,,,,Anonymous,I always look forward to my stay and feel like it's my home away from home ... your friendly staff makes me feel like family.,,,,,,,
,,,,,,,,,,,,Anonymous,"I would highly recommend this hotel, it provided an excellent experience for our weekend baseball tournament!",,,,,,,
,,,,,,,,,,,,Anonymous,I’m nice hotel with clean rooms and a great price was happy with my stay,,,,,,,
,,,,,,,,,,,,Lisa,"Nice rooms, great service and pool is kid friendly for a two year old",,,,,,,
,,,,,,,,,,,,Dom,"Very reasonable price and extremely nice, I was very surprised!",,,,,,,
,,,,,,,,,,,,Anonymous,If you’re ever in Johnson Creek book this  Hotel. we stay at hotels across the country this hotel offers everything you would expect and more.you won’t regret,,,,,,,
,,,,,,,,,,,,Anonymous,Nice and quiet hotel and the staffs are very cordial,,,,,,,
,,,,,,,,,,,,Jennifer Trasser,"Beautiful hotel, nice small water park, clean, close to shopping . Happy to come back here.",,,,,,,
,,,,,,,,,,,,Anonymous,"Clean, lots of room and quiet. We didn't use the pool, but it looked good.",,,,,,,
,,,,,,,,,,,,Anonymous,Very clean and well-maintained facility.  Large room with an excellent temperature control system.,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel was good. Clean room and spacious just poor bar service,,,,,,,
,,,,,,,,,,,,Ash,Breakfast was lacking but good hotel with a cool pool!,,,,,,,
,,,,,,,,,,,,Ross Hosler,Non existent internet connection on my first floor room.  Hair under covers.  Very dirty between the mattress and wall under the headboard.,,,,,,,
,,,,,,,,,,,,Steven Twixer,"I have have been to wedding, Christmas partys and public events at this hotel and it has always been a great place!",,,,,,,
,,,,,,,,,,,,Anonymous,This is a very nice hotel with an excellent staff...we have stayed here 3 times and will return!,,,,,,,
,,,,,,,,,,,,Anonymous,"Very comfortable room, excellent facilities. Good choice for the rally organizers to choose this as their host hotel.",,,,,,,
,,,,,,,,,,,,Anonymous,The property is in excellent condition. The staff is well trained and accommodating. I recommend this property if in the area.,,,,,,,
,,,,,,,,,,,,Sophie Druckrey,They allowed us to use the continental breakfast area to hold our family Christmas. Very nice!,,,,,,,
,,,,,,,,,,,,Anonymous,"Overall the hotel was nice, rooms were clean and the staff were extremely friendly.",,,,,,,
,,,,,,,,,,,,Bruce Bancroft,"Clean, the staff was friendly.  Rooms are average in size and the price was comprable with the area.",,,,,,,
,,,,,,,,,,,,SJM2,"Staff was friendly! The facility was clean, breakfast was included. Weight room had all the essentials.",,,,,,,
,,,,,,,,,,,,Anonymous,Pretty good! A little dated but good. Dog friendly!,,,,,,,
,,,,,,,,,,,,Anonymous,"The hotel is an average hotel across the board. Nothing special, but nothing that would make me for sure never return.",,,,,,,
,,,,,,,,,,,,Dave Teddy (Teddible),"The stay was comfortable, wasn't able to make breakfast, so they gave me a to go bag one",,,,,,,
,,,,,,,,,,,,Danelle Ornelas,"Very nice hotel, friendly staff and great pool! Highly recommend!",,,,,,,
,,,,,,,,,,,,Anonymous,"Front desk staff was amazing. Clean, accommodating, what more can you ask for?",,,,,,,
,,,,,,,,,,,,blueeyes50,Very nice stay. Very quite until morning when the motorcycles left. Very clean and everything we needed.,,,,,,,
,,,,,,,,,,,,Anonymous,"Bad experience, loud pounding at night , pools were gross or broke",,,,,,,
,,,,,,,,,,,,SB2018,Pleasant staff. Quiet hotel. Great price. Good breakfast.,,,,,,,
,,,,,,,,,,,,Anonymous,Would recommend this hotel to anyone.  Was probably the cleanest we have ever stayed in.,,,,,,,
,,,,,,,,,,,,Anonymous,Always pleased with Comfort Suites hotels. Always clean and quiet with a good breakfast.,,,,,,,
,,,,,,,,,,,,Anonymous,Had to be switched three times to get a decent room without dog hair on beds or couch.  Bad internet service.,,,,,,,
,,,,,,,,,,,,Anonymous,"Clean hotel and rooms, very nice pool and hot tub area, friendly staff",,,,,,,
,,,,,,,,,,,,Anonymous,Very nice and clean motel very comfortable I will stay again next week when I return.,,,,,,,
,,,,,,,,,,,,Anonymous,"Excellent, we were in town for a wedding.  But would recommend your hotel!",5,5,4,,,,
,,,,,,,,,,,,Anonymous,"Could be great, but cleanliness is questionable. Ask for extra sheets before you sit on the furniture.",,,,,,,
,,,,,,,,,,,,Teresa S,Old coffee. Everything else was great. Clean rooms. Pool area was enjoyable.,,,,,,,
,,,,,,,,,,,,Jason Schroeder,In conference room on second floor for a work gathering. Hotel provided food. Room was nice and food was good. Would recommend,,,,,,,
,,,,,,,,,,,,Anonymous,Fine room.  Hard to check in or out! Room is fine. Breakfast closed and locked up. Not even coffee!,,,,,,,
,,,,,,,,,,,,Megan Ramstack,"Fresh and clean. Spacious. Great breakfast. Easy check-in, flawless wi-fi.",,,,,,,
,,,,,,,,,,,,Anonymous,This is a new modern hotel. It’s very quiet and minutes away from shopping and dining. Just minutes from Watertown.,,,,,,,
,,,,,,,,,,,,Anonymous,The hotel itself is nice and the room was great! The staff was not friendly at all.,,,,,,,
,,,,,,,,,,,,Anonymous,It was a nicehotel. Great pool area for kids. Just a bit cool in the pool area.^,,,,,,,
,,,,,,,,,,,,Anonymous,The stay  would have been quite pleasant if not for the air conditioning problem that was not resolved,,,,,,,
,,,,,,,,,,,,Anonymous,The staff was welcoming.  The room and beds were very comfortable.,,,,,,,
,,,,,,,,,,,,Anonymous,"Great staff,  delicious breakfast,  easy to find,  clean rooms,  fun pool area.",,,,,,,
,,,,,,,,,,,,Anonymous,"Average, housekeeping did not check our room, so no extra towels",,,,,,,
,,,,,,,,,,,,Anonymous,Their breakfast is always hot and tasty.  They have a nice and friendly staff.,,,,,,,
,,,,,,,,,,,,Anonymous,"Excellent stay.  Good breakfast, comfortable rooms, small water park for the kids.",,,,,,,
,,,,,,,,,,,,Andrew Stuebs,Super clean! Very comfortable. Had a bit of trouble with ac but they fixed it quickly,,,,,,,
,,,,,,,,,,,,Anonymous,Always a reliable hotel. Staff is helpful. Nice pool deck.,,,,,,,
,,,,,,,,,,,,Anonymous,Room cleanliness was not up to Comfort Inn standards,,,,,,,
,,,,,,,,,,,,Anonymous,"I have always been taught to put the costumer first, this is not the case at this hotel.  Had a poor experience!",,,,,,,
,,,,,,,,,,,,Anonymous,"It might be in the middle of nowhere,  but it was very nice.  Clean,  great accommodations,  will stay when in the area.",,,,,,,
,,,,,,,,,,,,Anonymous,"Everything about the property is EXCELLENT. The location sucks. Which you cannot change. BUT you can change how people recommend, refer and give directions to the property.",,,,,,,
,,,,,,,,,,,,Anonymous,Good value.  Quiet location.  Easy access from main road and close to restaurants and shopping facilities.,,,,,,,
,,,,,,,,,,,,Anonymous,Most Choice hotels are good. This was a bad experience.Hotel location is terrible and hard to find.,,,,,,,
,,,,,,,,,,,,Anonymous,"Spacious rooms, modern updates, good size breakfast area, great size pool for kids.",,,,,,,
,,,,,,,,,,,,Anonymous,"Room was clean, great pool and hot tub. Will stay here again.",,,,,,,
,,,,,,,,,,,,Anonymous,"Excellent place to stay, and staff was friendly and accomodating.  Close to shopping and family we were visiting",,,,,,,
,,,,,,,,,,,,Monica Wiesman,Attended a wedding there and had a great time! The staff was very friendly and accommodating!,,,,,,,
,,,,,,,,,,,,James McCarthy,A good inexpensive room. It's near the outlet mall in Johnson Creek. Nice pool and whirlpool.,,,,,,,
,,,,,,,,,,,,Anonymous,Nice place to stay but rates are starting to rise Thursday rates arereasonable but Friday and Saturday nights are $40 to $50 higher,,,,,,,
,,,,,,,,,,,,Joe Lukaszewski,Used the room off the main lobby for a gathering. Room was clean and spacious with plenty of seating.,,,,,,,
,,,,,,,,,,,,Anonymous,Very nice hotel for a family getaway. The room was nicely sized for our family.,,,,,,,
,,,,,,,,,,,,Anonymous,I would recommend this hotel. We had a great experience and enjoyed our stay.,,,,,,,
,,,,,,,,,,,,Anonymous,This entire questionnaire was a review of this hotel. I don't understand this question.,,,,,,,
,,,,,,,,,,,,Steve,decent quality for price paid. Pool area is a plus when staying with young children.,,,,,,,
,,,,,,,,,,,,Anonymous,"Room cleanliness horrible..dirty toilet,micro,and fridge ,bathroom entrance carpet was  wet . Front desk moved me from one dirty room to another...",,,,,,,
,,,,,,,,,,,,Anonymous,Everything was okay except I could not have a late check out not even 15 min. And wall was too thin but that was expected.,,,,,,,
,,,,,,,,,,,,Anonymous,Just a great place. Always give the government rate unlike other places. Not trying to rip you off either. Good people.,,,,,,,
,,,,,,,,,,,,Anonymous,"Great Stay! Affordable, clean hotel with an excellent pool area for all ages!",,,,,,,
,,,,,,,,,,,,Anonymous,"Overall hotel seemed updated and check on staff was friendly, but hotel room cleanliness was lacking.",,,,,,,
,,,,,,,,,,,,Anonymous,"Hotel was brand new, the room size is perfect, has nice amenities",,,,,,,
,,,,,,,,,,,,Rick Swanstrom,"New hotel beds were good, breakfast was decent for price range",,,,,,,
,,,,,,,,,,,,Carter Sexton,The room is nice and the pool was a great time. The service was friendly.,,,,,,,
,,,,,,,,,,,,Anonymous,"Hotel staff was polite, but 3rd shift staff was dressed in regular clothes.  Was hard at times to tell who was who.",,,,,,,
,,,,,,,,,,,,Joyce Vesely,It's a beautiful and comfortable! It was very clean! I would stay here again!,,,,,,,
,,,,,,,,,,,,Brian Schmall,Room was ok. The whirlpool tub button was moldy. The couch was dirty.,,,,,,,
,,,,,,,,,,,,Anonymous,"Had a good stay, no issues, nice place. Would recommend and would stay here again.",,,,,,,
,,,,,,,,,,,,Anonymous,"Stayed here while attending a wedding/reception here. Very good place to have a wedding reception and dance, rooms are right by the hall",,,,,,,
,,,,,,,,,,,,Rob Weinhold,Very comfortable hotel with huge rooms and everything you could want out of a hotel.,,,,,,,
,,,,,,,,,,,,Anonymous,The Comfort Suites was a very nice palce to stay that offered everything I need for a good night's sleep.,,,,,,,
,,,,,,,,,,,,Anonymous,"Best stay ever.  Clean, great service, fair prices, nice location.",,,,,,,
,,,,,,,,,,,,Anonymous,It was very nice to stay there. We went to the Fireside Theater the hotel,,,,,,,
,,,,,,,,,,,,Anonymous,"Modern, clean, breakfast was delicious, great price.  One crabby staff member, otherwise awesome!",,,,,,,
,,,,,,,,,,,,Anonymous,the hotel is awesome...the rooms jacked up by $40ish and no refund sucked!,,,,,,,
,,,,,,,,,,,,Indysparks,"I was traveling on business. My new itinerary will probably lead me to Johnson Creek stays, and I will enjoy staying here.",,,,,,,
,,,,,,,,,,,,West,We were pleasantly surprised at what an elegant hotel it was. Will return next year.,,,,,,,
,,,,,,,,,,,,Anonymous,All three families enjoyed their visit. Thanks for the late check out for the rooms with babies...,,,,,,,
,,,,,,,,,,,,Anonymous,"Great hotel to stay at! Very clean, and has very helpful staff members!",,,,,,,
,,,,,,,,,,,,Andrew54,Nice clean and friendly place to stay.  You'll be please you chose this hotel.,,,,,,,
,,,,,,,,,,,,Anonymous,"It would have been better if the lounge was open earlier, and if you had a restaurant on location or nearby.",,,,,,,
,,,,,,,,,,,,Anonymous,"It was fine, only issue is no breakfast is provided with cost of room",,,,,,,
,,,,,,,,,,,,Anonymous,"Great location, friendly staff and clean.  It is a bit off the beaten path, but still convenient.",4,5,4,,,,
,,,,,,,,,,,,Anonymous,Sidewalks and front of hotel was snow covered and extremely slippery.  No attendant in kitchen.,,,,,,,
,,,,,,,,,,,,Anonymous,"Great room, no housekeeping service, no towel bars",,,,,,,
,,,,,,,,,,,,Anonymous,Great place to stay.  Very clean and the staff was friendly and helpful.,,,,,,,
,,,,,,,,,,,,Anonymous,The management and staff at Comfort Suites in Johnson Creek are like family and do everything to make my stay comfortable.,,,,,,,
,,,,,,,,,,,,Anonymous,"Food buffet was great, rooms were very clean, loved the pool.",,,,,,,
,,,,,,,,,,,,daron david,"large hot tub, spacious rooms with small refrigerator, microwave an single cup hot water dispenser for coffee or tea",,,,,,,
,,,,,,,,,,,,Anonymous,Unpleasant and noisy stay. Kids running around without adult supervision or parents around. Just plain sleepless night too.,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel itself was nice. Employees need retrained. Overpriced rooms.,,,,,,,
,,,,,,,,,,,,Anonymous,Front desk personal were outstanding. Breakfast was very good.,,,,,,,
,,,,,,,,,,,,Anonymous,Awesome experience. Hotel was clean and the staff was very friendly/helpful.,,,,,,,
,,,,,,,,,,,,nedunuri anurag,Great room. We were 5. Took a queen suite. Nice food.,,,,,,,
,,,,,,,,,,,,Anonymous,Excellent experience in every way. Would stay here again and will recommend it to my friends and family.,,,,,,,
,,,,,,,,,,,,Anonymous,Great Hotel definitely recommend.  Would stay here again.,,,,,,,
,,,,,,,,,,,,Anonymous,The entire family had an enjoyable time. My three children really enjoyed the pool.,,,,,,,
,,,,,,,,,,,,Anonymous,Once I got to hotel it was nice. A little hard to find from interstate. Nice meeting rooms.,,,,,,,
,,,,,,,,,,,,Anonymous,Too noisy with wedding and eventsHard to find a parking spot if you come back after 8 p.m.,,,,,,,
,,,,,,,,,,,,Anonymous,"The hotel is a little dated, but very clean.  The breakfasts were on point.",,,,,,,
,,,,,,,,,,,,Anonymous,"Poor, amenities were pretty much obsolete.   The price we paid was way to high.",2,1,4,,,,
,,,,,,,,,,,,Anonymous,"Excellent place to stay. I feel this is a Clean, friendly and very safe area",,,,,,,
,,,,,,,,,,,,Josie Hare,Always a great place to stay when going to the fireside. Recently it has been quite dirty though.,,,,,,,
,,,,,,,,,,,,Anonymous,Overall the hotel was ok. Not easy to find. Room was not as described. Attendants at breakfast did not speak english',,,,,,,
,,,,,,,,,,,,Anonymous,Great location and great modern amenities. Beautiful design. Pet friendly.,,,,,,,
,,,,,,,,,,,,Alisa Freeman,"Great place rooms are huge,  pool area was great and clean!",,,,,,,
,,,,,,,,,,,,Anonymous,"Great Hotel for business or pleasure.Quality service, great breakfast, friendly staff.",,,,,,,
,,,,,,,,,,,,Anonymous,Everything was great!  Room was clean.  Staff was friendly.,,,,,,,
,,,,,,,,,,,,Anonymous,The hotel was clean and the staff friendly. Breakfast was very good.,,,,,,,
,,,,,,,,,,,,Dooley,"The hotel is nice and clean, friendly staff. Good breakfast.",,,,,,,
,,,,,,,,,,,,Andrew Sell,Attended a professional event. The location was pleasant and the staff was very friendly. Would econmend for your next event.,,,,,,,
,,,,,,,,,,,,Anonymous,Clean rooms and friendly staff. Easy to get to off highway. But could use more signage for directions.,5,5,5,,,,
,,,,,,,,,,,,Anonymous,Hopefully they can get this pool problem taken care of and we can get back into the pool and hot tub and then everything would be excellent,,,,,,,
,,,,,,,,,,,,Anonymous,All in all my stay was excellent. I was a little disappointed in the breakfast. Not as shown on TV ads.,,,,,,,
,,,,,,,,,,,,Anonymous,"Excellent , Didn’t have any issues. Was very pleased with the overall stay.",,,,,,,
,,,,,,,,,,,,Barbara Kopetsky,"Rooms were very nice, breakfast was wonderful. Invasion of asian beetles in the room was not.",,,,,,,
,,,,,,,,,,,,Joshua McClain,Nice place huge rooms staff is nice and they have a pool for kids!!,,,,,,,
,,,,,,,,,,,,Anonymous,Close to 94 but still vert quiet. Clean. Nice pool. Convenient. Close to the oulet malls and restaurants.,,,,,,,
,,,,,,,,,,,,Anonymous,Hotel was great and the staff is awsome.  We will be back next year again.,,,,,,,
,,,,,,,,,,,,Anonymous,Fantastic staff. Very helpful and friendly. Catering was excellent and would recommend for any event,,,,,,,
,,,,,,,,,,,,Matthew Cleveland,Room was ok. Comfort suites misinformed us about hours for bar and pool.,,,,,,,
,,,,,,,,,,,,Anonymous,We stay here every year for Thanksgiving!  Thank you for aways making it back great experience.,,,,,,,
,,,,,,,,,,,,Thomas Haas,I really enjoyed my stay. Thank you guys so much!,,,,,,,
,,,,,,,,,,,,Anonymous,Very satisfied with all aspects of hotel and meeting facilities. Helpful and professional staff.,,,,,,,
,,,,,,,,,,,,Anonymous,Beautiful room and a great pool area!  Very quiet location.,,,,,,,
,,,,,,,,,,,,Anonymous,"Quiet hotel, was placed on third floor so we could crash for a few hours, great location",,,,,,,
,,,,,,,,,,,,Anonymous,Stayed here with my date after a wedding reception in the area. Not a complaint in the stay,,,,,,,
,,,,,,,,,,,,Anonymous,"Other than the hot tub being out of service, our stay was nice.",,,,,,,
,,,,,,,,,,,,Anonymous,Good hotel.  Felt brand new.  Very clean and comfortable.,,,,,,,
,,,,,,,,,,,,Anonymous,Was absolutely ideal for our weeks stay - location was perfect & the hotel was great,,,,,,,
,,,,,,,,,,,,Anonymous,Front end staff is always helpful and friendly. Great rooms at a great rate,,,,,,,
,,,,,,,,,,,,Anonymous,"Staff very helpful,clean,comfortable beds,wish they had pancakes though.",,,,,,,
,,,,,,,,,,,,Tone Coughlin,Plenty of space but toilets tend to back up and the elevator is tiny.,,,,,,,
,,,,,,,,,,,,dawn Stocks,HOUSEKEEPING HAD A BAD DAY SHAMPOO AND CONDITIONER THAT WAS USED WAS LEFT IN THE SHOWER LITTLE BIT GROSS OTHER THAN THAT THIS DAY WAS AWESOME AND THE POOL CLOSED WAY TOO EARLY,,,,,,,
,,,,,,,,,,,,Anonymous,The rooms were clean and updated. Great location for shopping.,,,,,,,
,,,,,,,,,,,,Anonymous,"Accommodations are great. Clean, great costumer service, good breakfast and a lot to do for any age.",,,,,,,
,,,,,,,,,,,,Ilya,Great staff and clean comfortable rooms.,,,,,,,
,,,,,,,,,,,,Anonymous,"Decent digs , good free breakfast , average stay hard to get to this hotel",,,,,,,
,,,,,,,,,,,,Marsha Howard Perez (Marsha),Beds were super comfortable and A/C was cold...,,,,,,,
,,,,,,,,,,,,Mom63,was nice hotel. will definitely stay again when visiting our son.,4,3,5,,,,
,,,,,,,,,,,,Anonymous,Overall we had a pretty good experience. After the whole bed bug experience.,,,,,,,
,,,,,,,,,,,,Stephanie Kong,Nice little getaway with the family! The kids loved the pool!!,,,,,,,
,,,,,,,,,,,,Anonymous,work on hotel will only improve your stay staff was very good and addressed all our needs in a timely manner,,,,,,,
